Date,Time,C1_1,C2_1,C3_1,C4_1,C6_1,C8_1,C9_1,C10_1,C11_1,C12_1,C13_1,C15_1,C17_1,C19_1,C21_1,C23_1,C26_1,C28_1,C31_1,C34_1,C35_1,C36_1,C37_1,C38_1,C40_1,C41_1,C45_1,C47_1,C48_1,C49_1,C51_1,C52_1,C53_1,C54_1,C56_1,C58_1,C59_1,C61_1,C63_1,C64_1,C68_1,C69_1,C70_1,C71_1,C72_1,C73_1,C74_1,C75_1,C76_1,C77_1,C78_1,C79_1,C81_1,C82_1,C84_1,C85_1,C87_1,C94_1,C96_1,C98_1,C100_1,C104_1,C105_1,C119_1,C131_1,C134_1,C136_1,C140_1,C145_1,C147_1,C148_1,C167_1,C169_1,C170_1,C171_1,C199_1,C306_1,C312_1,C314_1,C316_3,C317_1,C318_1,C401_2,C402_1,C403_1,C404_1,C409_1,C410_1,C413_1,C414_1,C415_1,C501_1,C502_1,C503_1,C601_1,C602_1,C603_1,C612_1,C613_1,C614_1,C617_1,C618_1,C619_1,C620_1,C640_1,C642_1,C643_1,C661_1,C662_1,C663_1,C678_1,C707_1,C1006_1,C1014_1,C1015_1,C1016_1,C5001_1,C5001_2,C5004_1,C5005_1,C5006_1,C5007_1,C5008_1
20030520,00:00,140.56,202.34,114.20,124.42,330.85,133.99,197.45,143.10,149.11,271.95,123.46,127.24,134.47,90.82,118.35,112.92,133.70,173.15,140.62,143.19,123.53,176.13,256.02,117.63,306.26,278.36,149.36,43.48,157.94,189.29,152.72,104.91,144.40,204.93,132.60,127.68,153.06,118.36,140.53,167.14,116.92,130.14,131.31,129.48,242.79,123.42,146.49,125.76,143.22,134.44,106.23,28.23,148.97,102.08,155.97,56.56,130.61,102.37,158.79,129.54,135.06,23.66,26.66,188.65,195.76,128.01,181.56,121.71,137.05,167.33,162.07,128.72,168.34,128.69,112.47,113.67,33.97,133.44,136.67,129.87,355.42,74.08,158.71,139.23,165.58,LIM,157.65,136.89,336.39,167.68,94.72,112.36,134.30,132.21,135.03,120.06,PMA,77.48,133.46,113.13,LST,LST,LST,LST,186.84,175.95,184.37,231.90,LIM,95.57,111.97,LST,92.54,40.28,151.69,LST,99.92,99.77,118.41,132.66,112.50,115.61,128.54
20030520,01:00,155.81,216.31,104.00,130.65,130.52,132.19,208.38,164.78,146.77,344.82,139.28,130.38,153.50,93.68,121.43,112.40,160.30,216.60,115.38,157.53,158.11,146.49,120.44,111.00,143.26,109.58,174.50,47.16,164.41,145.34,173.76,117.13,141.59,227.44,135.52,114.44,153.55,141.31,143.11,191.18,104.47,115.24,139.15,80.62,258.81,137.68,120.94,138.95,131.15,138.58,145.54,29.76,156.75,92.76,150.64,348.49,133.45,110.74,164.43,132.47,153.52,25.01,29.12,216.69,232.01,146.29,217.70,125.41,154.86,182.99,174.31,149.96,174.29,134.31,92.66,122.18,36.65,155.60,142.54,76.14,99.61,42.93,168.10,143.14,164.25,LIM,153.13,150.52,171.96,94.42,149.84,102.36,107.30,107.18,140.76,121.54,PMA,67.61,90.58,96.63,LST,LST,LST,LST,210.04,215.28,232.27,133.72,LIM,86.83,119.24,LST,98.12,42.60,166.53,LST,91.31,68.01,125.34,146.80,133.83,136.89,144.90
20030520,02:00,171.63,232.60,99.78,125.07,90.68,149.05,265.56,154.18,148.45,102.52,110.23,172.16,110.08,92.46,111.68,130.79,157.50,258.36,86.60,162.49,168.80,97.79,98.31,100.06,119.34,104.71,182.93,46.70,160.97,102.22,172.52,127.10,146.83,235.67,111.67,127.05,146.58,117.41,116.17,220.40,90.31,96.38,112.51,123.43,93.16,137.96,119.68,108.79,117.84,147.92,141.94,24.11,173.47,91.11,152.72,23.70,132.27,132.63,170.04,131.52,152.41,19.02,23.37,264.70,277.25,129.28,248.71,126.40,179.67,181.21,183.21,153.81,181.07,125.86,98.72,118.28,32.81,114.09,141.72,117.06,101.05,26.40,151.73,131.27,170.20,LIM,150.50,145.58,163.23,83.07,86.13,105.42,113.13,123.83,174.50,131.47,PMA,0.00,82.32,101.39,LST,LST,LST,LST,272.70,211.85,284.11,100.58,LIM,83.61,117.99,LST,83.39,40.10,192.44,LST,90.18,68.79,138.41,154.98,133.89,114.34,109.91
20030520,03:00,166.07,226.60,126.41,119.95,38.85,159.47,285.99,159.91,145.83,71.46,117.76,187.94,108.62,79.81,106.87,122.71,164.42,321.25,94.20,179.86,166.12,78.61,71.79,102.47,89.10,58.72,179.69,52.12,176.77,51.46,169.96,107.85,149.80,245.42,125.05,126.02,143.24,109.63,100.73,264.99,107.88,86.03,104.93,77.62,324.75,97.45,80.15,98.14,46.24,119.79,139.75,24.91,166.57,90.16,151.08,325.34,134.39,108.98,179.07,134.67,163.07,19.97,24.21,261.59,327.27,110.48,281.72,128.31,177.68,180.75,192.36,150.72,183.79,124.86,155.04,118.54,35.38,96.92,141.02,190.62,80.21,24.59,127.38,107.35,185.04,LIM,157.22,154.32,136.09,74.68,95.85,106.85,134.88,131.43,178.44,132.57,PMA,185.60,122.90,117.34,LST,LST,LST,LST,283.70,61.73,317.29,111.15,LIM,62.79,116.17,LST,98.04,40.01,200.47,LST,125.03,99.34,136.83,165.02,127.02,105.83,122.05
20030520,04:00,172.44,250.93,169.07,121.58,30.99,173.12,113.42,292.75,145.67,55.17,104.91,203.76,127.56,92.83,109.87,111.35,193.80,351.28,113.61,181.44,141.75,72.87,49.84,164.30,82.70,29.93,181.46,46.32,186.85,72.08,178.92,99.68,149.05,255.32,38.66,133.62,142.18,103.40,104.97,88.32,110.78,102.39,134.25,59.87,39.93,58.68,78.32,4.67,350.29,82.60,140.17,31.12,175.76,82.70,145.77,101.94,136.23,95.31,188.59,137.56,200.33,24.77,29.31,221.89,346.50,116.50,248.91,126.33,168.80,171.35,194.67,160.32,187.87,128.08,175.89,120.90,34.35,101.79,149.31,190.58,74.46,50.70,133.89,106.01,187.32,LIM,145.28,165.84,133.91,71.15,94.86,100.54,118.18,127.36,186.43,127.93,PMA,0.00,174.74,142.53,LST,LST,LST,LST,359.66,46.09,352.78,54.58,LIM,65.69,112.18,LST,111.94,39.18,199.26,LST,160.25,36.02,137.00,166.09,78.75,103.22,162.37
20030520,05:00,202.05,183.56,170.73,129.73,33.38,216.50,102.97,319.79,172.18,67.61,264.88,228.57,99.62,91.09,119.55,117.99,217.30,76.60,94.68,172.43,244.89,76.09,21.01,161.80,99.63,51.05,235.41,45.03,206.93,77.11,243.52,91.44,188.66,231.17,347.05,134.29,139.91,92.56,110.97,96.01,58.63,111.45,133.96,70.81,19.30,354.76,110.24,322.07,351.97,345.30,189.58,20.69,209.92,85.64,289.51,58.68,135.84,93.87,184.30,142.61,208.54,15.71,19.36,187.83,73.40,104.38,193.80,123.26,223.29,158.42,227.21,222.25,242.70,134.78,178.93,125.95,36.98,90.84,144.13,187.43,94.23,32.77,112.40,95.03,230.14,LIM,255.36,182.24,143.01,75.48,99.91,85.39,140.84,151.62,187.73,123.39,PMA,112.68,180.46,164.94,LST,LST,LST,LST,76.14,92.92,109.93,47.16,LIM,48.10,106.26,LST,84.03,39.25,216.91,LST,157.96,158.04,166.53,159.15,346.90,91.36,340.47
20030520,06:00,198.36,167.01,177.46,120.15,41.16,262.83,30.76,298.42,357.26,81.99,338.81,162.61,5.23,76.45,105.31,145.33,164.60,29.75,6.86,192.69,211.24,67.15,47.32,178.14,105.77,59.80,242.34,46.48,217.07,82.64,211.36,156.19,208.52,276.29,16.16,157.80,170.73,282.48,57.50,113.36,345.67,64.52,356.22,63.92,24.08,308.94,40.66,351.91,356.34,32.69,130.66,20.59,217.41,91.81,8.52,48.48,132.62,123.73,198.63,143.82,227.40,15.95,20.21,156.78,11.51,69.94,351.68,152.68,255.64,45.49,221.31,209.63,230.03,132.70,177.97,125.47,35.79,66.40,130.27,178.08,10.07,34.20,77.43,71.76,244.38,LIM,312.29,149.71,145.55,72.53,98.16,87.30,166.29,166.96,181.73,102.03,PMA,293.77,184.32,175.95,LST,LST,LST,LST,FEW,38.52,60.81,79.66,LIM,65.94,139.50,LST,24.44,37.46,219.79,LST,167.87,147.22,184.90,173.28,53.00,250.02,10.05
20030520,07:00,40.96,83.24,183.05,114.07,49.58,132.16,19.26,342.68,102.61,88.13,348.47,121.00,0.72,97.15,102.43,145.14,351.48,341.02,357.92,181.37,114.56,55.01,47.57,188.73,107.76,67.26,142.59,36.48,144.71,73.67,126.04,356.87,104.16,313.85,11.11,158.94,210.33,359.71,358.74,24.19,2.65,29.15,14.45,55.16,66.25,325.73,30.65,351.82,355.61,345.41,108.62,19.04,154.39,86.55,94.40,38.90,140.98,31.76,187.78,144.31,20.18,13.13,18.59,32.12,354.36,353.89,26.39,152.33,307.67,17.68,192.61,165.84,210.88,128.64,189.90,133.33,13.27,26.09,126.78,259.06,8.59,48.97,18.48,354.66,219.03,LIM,88.40,119.38,146.74,44.14,94.02,89.77,167.51,166.74,191.80,108.06,PMA,154.38,194.68,182.45,LST,LST,LST,LST,LST,65.65,21.69,70.98,LIM,52.16,140.32,LST,56.84,33.35,185.07,LST,177.59,164.43,196.09,176.00,349.11,349.24,4.43
20030520,08:00,149.76,52.47,119.72,138.83,52.70,108.60,71.79,66.24,79.33,86.44,3.26,107.74,15.48,32.39,126.55,157.23,71.41,321.53,5.27,131.61,81.44,78.56,53.09,77.69,113.85,74.25,112.33,29.21,144.94,72.05,104.52,354.18,153.91,311.39,14.52,158.89,215.05,8.65,359.52,59.71,1.01,4.86,18.06,54.96,51.11,321.64,346.95,354.79,6.58,11.68,28.89,26.79,158.85,61.54,56.36,327.40,195.29,350.25,131.28,157.82,98.19,22.78,26.14,204.95,340.19,1.84,21.84,176.54,64.14,60.45,65.92,130.32,198.68,152.88,99.37,153.68,26.06,35.36,138.69,314.99,12.15,58.78,17.74,350.90,194.94,LIM,117.66,146.57,152.56,42.94,96.63,91.68,193.92,191.99,233.11,277.98,PMA,284.72,170.81,162.09,LST,LST,LST,LST,LST,342.92,12.85,62.22,LIM,55.87,145.18,LST,359.36,27.03,176.71,LST,105.76,32.09,198.74,115.63,340.93,357.59,7.97
20030520,09:00,44.65,68.20,186.84,85.18,45.22,22.91,57.09,79.76,68.85,82.02,350.89,22.50,0.68,46.55,99.07,191.12,344.95,331.67,39.81,112.89,19.90,82.29,51.38,51.82,114.69,77.12,17.55,31.22,4.52,75.96,35.14,1.01,68.76,309.88,6.93,204.30,189.38,21.39,31.45,37.83,50.44,12.36,25.62,356.65,53.70,310.97,15.61,355.91,357.64,16.21,3.48,28.93,111.62,81.27,49.85,49.08,162.52,357.79,93.80,140.13,92.85,22.90,27.36,88.94,340.31,25.34,33.66,216.47,69.74,65.22,358.27,FEW,262.27,149.89,77.89,123.90,35.48,36.02,140.15,333.91,12.37,58.26,38.07,3.06,14.29,LIM,24.13,23.49,154.57,41.91,FEW,57.41,204.39,189.47,358.25,264.64,PMA,13.00,156.86,24.87,LST,LST,LST,LST,LST,45.67,36.84,64.06,LIM,52.69,173.05,LST,11.12,29.48,69.51,LST,178.79,46.94,157.33,107.44,342.90,11.61,2.35
20030520,10:00,339.64,325.52,112.06,78.90,59.72,3.66,20.70,51.46,36.73,88.60,353.28,330.63,4.02,59.23,103.21,49.10,4.24,339.43,356.64,65.84,328.06,81.40,57.53,89.65,114.75,75.66,23.75,34.36,3.48,77.93,331.20,34.14,350.27,298.78,4.32,23.80,68.03,23.88,53.00,345.51,5.81,54.20,0.95,16.08,65.25,336.52,35.85,359.43,15.47,4.76,22.19,28.06,351.88,58.16,5.75,42.88,354.24,28.36,62.25,144.29,52.96,23.06,27.58,263.32,349.10,51.66,327.86,76.17,17.48,46.07,5.07,334.83,342.05,146.33,104.16,112.06,26.92,60.82,146.74,357.76,15.11,58.28,63.99,24.78,4.76,LIM,9.65,8.18,153.79,60.78,96.50,350.07,23.74,34.68,31.94,345.90,PMA,21.86,46.07,39.39,LST,LST,LST,LST,LST,6.55,348.53,69.61,LIM,61.07,56.53,LST,53.93,30.44,15.47,LST,115.72,103.18,35.43,55.79,38.77,17.97,356.97
20030520,11:00,5.03,339.62,84.52,119.07,58.81,39.61,24.13,17.05,23.19,87.69,10.01,340.95,7.89,12.33,119.67,30.00,14.47,341.83,347.85,23.10,333.29,81.88,57.03,83.63,116.38,76.23,17.32,39.39,29.56,75.18,338.87,23.50,10.36,328.81,14.87,4.07,51.91,1.85,353.14,327.65,1.17,32.93,6.47,46.82,45.65,340.17,51.85,4.52,19.21,10.70,74.75,33.89,12.66,18.78,359.96,331.65,19.10,37.03,34.98,157.78,24.24,26.50,31.48,297.08,357.71,19.35,335.47,51.91,355.70,23.72,6.59,358.46,6.74,155.64,29.47,140.19,35.37,54.23,137.73,10.91,18.00,58.05,16.19,39.46,21.23,LIM,17.89,28.44,152.39,58.18,95.81,15.85,20.30,39.88,52.87,12.93,PMA,338.25,1.53,331.86,LST,LST,LST,LST,22.97,327.56,355.88,85.17,LIM,66.31,25.35,LST,1.93,38.03,12.60,LST,61.85,84.03,32.06,13.36,51.52,356.70,7.91
20030520,12:00,28.02,35.42,12.86,114.68,43.64,41.78,28.38,13.65,22.41,74.60,13.03,48.33,16.74,333.77,116.40,37.29,33.85,355.14,355.86,30.89,19.00,92.27,70.22,3.35,113.74,85.24,19.50,39.82,54.87,81.35,17.75,357.53,9.38,339.69,16.62,54.07,46.53,5.14,354.44,344.19,4.05,6.48,12.55,69.60,36.88,350.76,6.34,17.69,22.67,10.18,57.75,35.74,31.43,25.47,28.14,290.23,25.48,12.82,14.32,155.75,27.92,28.13,33.08,302.50,7.07,353.45,3.96,37.16,357.83,21.63,20.46,23.00,39.00,129.66,5.13,142.09,34.55,16.39,132.53,4.93,21.97,53.27,13.65,350.87,42.26,LIM,21.09,20.69,155.30,55.73,94.67,24.57,69.17,85.45,50.08,24.67,PMA,301.20,339.11,27.26,LST,LST,LST,LST,18.81,11.64,9.84,83.15,LIM,72.16,16.02,LST,329.73,35.58,39.06,LST,26.68,17.77,25.12,14.50,346.95,354.08,12.16
20030520,13:00,16.63,22.19,346.68,70.46,81.71,36.90,16.93,22.46,40.38,91.62,3.57,2.90,7.51,263.81,9.62,64.48,83.11,352.69,3.41,26.94,21.93,101.43,69.33,6.70,115.09,82.60,26.61,35.44,35.35,86.89,44.30,2.97,16.26,347.69,357.41,52.38,46.98,16.06,3.39,318.09,6.88,6.20,16.31,347.84,31.03,323.26,354.36,359.99,357.35,7.72,54.60,41.05,22.44,109.71,23.35,218.11,32.43,356.66,9.80,61.09,29.34,32.58,35.64,318.96,8.65,7.27,9.87,43.89,13.20,26.80,5.22,14.02,34.71,52.16,359.23,50.77,36.33,31.92,96.62,10.40,21.83,56.11,17.99,355.98,35.19,LIM,21.73,21.50,155.68,47.92,96.56,25.87,18.04,39.29,43.08,25.78,PMA,281.17,0.64,357.59,LST,LST,LST,LST,34.54,25.24,10.14,87.01,LIM,65.02,25.66,LST,346.21,32.89,20.95,LST,339.79,346.80,20.53,11.32,19.32,3.56,357.76
20030520,14:00,16.64,24.24,346.84,50.92,73.99,32.16,2.92,29.83,57.09,88.58,343.66,7.99,357.16,98.94,35.05,27.62,31.23,359.14,339.87,34.50,7.55,88.91,51.37,359.74,113.02,83.50,31.22,41.37,33.10,84.41,39.39,347.45,28.90,343.90,2.32,25.46,28.71,357.78,345.10,355.22,347.68,354.64,358.65,352.30,28.01,320.74,347.03,341.11,357.47,343.51,42.10,42.93,23.46,328.47,29.28,72.41,31.87,343.46,13.88,56.62,46.94,35.55,38.57,321.39,16.50,350.53,3.45,44.90,15.05,36.67,8.12,11.35,37.28,40.60,0.54,46.31,38.56,359.03,48.93,12.03,19.67,51.21,1.40,337.82,45.18,LIM,31.58,38.42,155.27,51.43,99.08,27.99,3.26,1.88,49.41,38.76,PMA,179.00,354.59,336.64,LST,LST,LST,LST,13.02,345.76,7.18,90.37,LIM,59.89,20.45,LST,357.59,37.46,29.27,LST,340.22,342.54,3.08,24.02,28.04,348.60,353.58
20030520,15:00,8.25,44.72,340.52,57.32,59.67,25.93,0.98,24.75,65.44,89.81,352.94,32.90,351.81,0.73,34.30,6.77,24.32,356.82,345.74,79.88,28.44,79.42,55.55,2.18,112.59,81.66,34.75,41.83,41.52,75.51,38.60,350.52,15.11,335.61,357.94,357.73,28.10,351.96,353.93,20.92,352.07,357.29,351.76,347.15,39.96,325.80,351.78,352.30,8.14,357.08,52.96,38.30,25.52,343.42,40.66,49.45,55.55,346.93,15.32,51.64,58.35,34.20,39.93,323.88,13.64,356.56,0.91,24.85,37.26,47.34,14.45,3.91,27.89,46.20,349.19,44.35,40.50,22.26,58.01,15.55,353.71,47.24,12.80,344.04,25.61,LIM,48.12,23.73,154.38,59.28,98.30,12.67,349.20,355.57,60.09,52.17,PMA,23.06,345.30,335.07,LST,LST,LST,LST,358.01,18.09,20.49,68.52,LIM,54.58,357.66,LST,329.00,39.71,25.84,LST,334.59,335.22,16.65,8.95,41.34,340.12,349.46
20030520,16:00,9.46,55.32,340.79,71.32,64.26,17.81,44.52,37.66,94.82,94.36,352.33,50.70,7.19,329.44,38.95,349.17,8.37,20.87,344.93,22.73,50.46,82.29,53.79,341.52,111.61,78.24,81.83,34.65,26.13,75.10,52.38,357.90,46.18,357.16,8.44,345.03,48.81,9.38,351.15,14.27,350.79,2.32,358.81,357.44,92.51,316.09,356.39,348.24,8.84,346.15,61.24,49.16,40.10,330.67,25.33,28.62,52.84,354.43,342.80,63.51,56.70,44.47,48.08,319.96,27.20,352.65,13.43,1.90,44.57,57.18,11.29,20.22,49.35,60.21,343.77,53.59,45.36,339.46,56.06,13.13,334.17,56.90,3.66,350.27,41.54,PMA,38.92,20.53,151.84,59.58,101.17,351.21,340.60,349.79,45.58,51.75,PMA,349.82,347.30,329.99,LST,LST,LST,LST,4.82,4.45,26.01,78.06,LIM,64.15,350.79,LST,341.35,35.53,37.64,LST,332.50,334.15,6.66,349.93,43.32,358.66,1.61
20030520,17:00,0.67,64.11,342.40,93.81,46.22,18.84,358.04,17.97,74.81,84.93,352.47,1.39,4.74,317.00,32.96,357.97,342.44,2.67,352.52,1.03,33.04,86.38,69.07,357.05,104.08,79.09,118.78,41.56,18.83,86.57,40.02,334.80,22.06,356.26,10.12,351.04,30.95,337.90,350.34,352.22,357.62,354.68,350.91,351.55,82.59,35.82,352.53,10.37,56.54,349.03,24.06,51.33,31.72,338.67,27.70,352.24,35.85,335.79,330.90,97.13,29.53,41.75,53.59,334.50,14.04,347.06,11.79,10.47,108.57,26.08,9.13,352.50,3.37,93.47,351.38,58.87,50.43,343.23,60.36,1.83,346.46,50.75,0.59,342.82,3.24,PMA,24.77,1.47,152.29,69.90,107.36,349.97,350.86,356.90,15.95,57.26,PMA,335.94,346.90,337.40,LST,LST,LST,LST,5.11,2.20,17.67,93.58,LIM,76.83,347.15,LST,353.20,40.75,10.29,LST,328.63,329.25,356.37,344.00,356.15,330.63,1.70
20030520,18:00,12.24,42.41,356.55,91.22,55.27,13.57,25.52,15.42,79.68,90.04,45.97,342.77,44.19,328.87,54.09,7.29,340.40,2.34,4.94,20.17,5.71,87.71,64.20,16.56,104.35,75.13,95.34,42.42,11.57,99.93,4.30,9.12,357.06,359.75,53.39,357.25,24.58,16.85,0.46,6.96,9.58,358.55,34.17,352.24,106.97,14.81,355.59,57.59,46.41,52.52,10.64,49.37,4.04,343.85,36.24,299.48,31.67,11.08,304.86,106.40,22.92,51.45,54.38,331.10,22.48,0.02,10.94,9.48,82.55,14.02,358.15,350.72,22.56,96.06,1.92,76.65,54.77,19.34,55.07,356.84,355.92,58.30,7.90,348.56,26.37,PMA,11.03,4.55,151.62,73.87,118.54,349.25,358.99,356.90,349.61,48.45,PMA,312.25,358.35,351.34,LST,LST,LST,LST,5.71,0.25,13.70,87.78,LIM,80.08,352.69,LST,357.29,37.48,8.79,LST,350.87,350.97,354.50,343.00,3.57,8.56,41.52
20030520,19:00,6.53,7.31,14.34,87.15,67.54,15.24,22.04,10.17,93.28,99.00,0.09,348.69,25.39,304.72,65.41,9.14,10.58,2.70,61.32,125.39,4.49,91.42,85.80,38.58,115.81,92.64,38.13,38.02,14.14,101.01,1.04,41.43,3.02,344.49,10.95,1.08,32.59,47.62,55.14,354.06,42.50,20.65,44.72,7.19,108.70,320.78,15.32,344.65,340.90,41.39,15.38,54.23,10.09,335.34,14.23,323.55,33.91,39.17,309.96,102.76,27.47,56.40,66.96,333.96,21.78,55.69,7.94,17.91,60.86,25.68,350.90,354.25,13.66,95.37,10.87,74.49,66.93,51.53,57.33,357.09,13.93,58.59,66.18,41.60,21.33,PMA,11.87,359.48,164.35,93.31,123.21,357.71,4.41,2.19,359.17,46.36,PMA,296.51,13.84,7.48,LST,LST,LST,LST,21.62,9.91,0.05,98.65,LIM,77.53,354.29,LST,8.59,30.25,350.15,LST,3.84,1.37,12.62,8.24,357.09,37.31,3.60
20030520,20:00,2.37,357.66,25.51,97.41,106.09,17.92,5.27,5.74,96.46,114.21,342.93,0.80,352.62,307.28,75.54,18.61,24.70,340.24,335.16,119.48,358.64,91.09,95.11,47.66,125.06,106.87,19.99,42.31,24.47,98.17,358.78,354.24,346.75,353.68,13.52,18.98,40.22,347.03,329.87,356.73,347.53,34.80,341.29,40.42,121.62,316.73,19.37,6.23,4.18,338.04,15.03,73.06,20.15,347.74,24.33,296.23,16.16,357.82,0.77,107.81,19.63,55.57,61.17,335.80,358.43,338.07,353.89,26.94,3.87,12.61,354.69,359.63,15.31,104.48,32.51,90.91,62.98,1.84,59.58,3.38,36.10,57.50,336.48,343.34,25.68,PMA,15.97,18.50,169.82,97.69,127.06,10.49,4.63,7.70,4.20,46.30,PMA,291.25,33.42,21.27,LST,LST,LST,LST,196.25,2.79,345.14,104.58,LIM,78.66,15.02,LST,46.68,35.39,354.84,LST,20.19,19.59,19.68,34.12,359.11,340.88,6.88
20030520,21:00,12.32,359.65,23.05,102.50,85.49,19.12,18.47,4.80,111.32,107.25,11.66,22.26,22.82,349.26,84.84,26.40,31.98,339.95,10.96,27.23,6.38,92.99,89.13,26.79,118.10,100.39,14.77,30.99,29.72,93.50,18.48,340.26,10.59,2.06,23.14,24.26,40.16,351.94,359.83,348.29,18.79,354.63,14.12,348.33,120.89,331.31,339.95,13.06,9.49,346.45,25.85,78.23,26.49,348.21,35.70,311.77,358.94,336.09,359.49,113.22,17.49,67.35,67.72,341.11,353.17,350.91,354.49,30.15,358.06,13.50,0.82,6.63,23.78,112.53,33.87,105.38,58.47,7.21,65.95,10.80,48.76,58.98,11.43,339.31,27.53,PMA,19.05,31.30,166.08,94.98,115.50,12.92,23.27,13.54,15.56,348.74,PMA,268.95,24.90,5.04,LST,LST,LST,LST,217.29,359.82,0.73,96.78,LIM,75.18,18.70,LST,331.37,35.12,17.22,LST,19.98,23.25,34.72,6.62,8.59,340.10,15.39
20030520,22:00,7.33,21.78,35.66,112.50,52.45,33.52,30.64,5.52,127.26,91.61,2.66,20.66,8.83,337.53,90.25,38.18,19.68,351.76,9.00,10.90,14.65,90.19,66.29,29.63,105.13,78.73,14.83,37.42,34.40,113.21,26.15,354.36,18.24,16.38,14.53,23.36,52.37,18.85,9.44,1.55,16.56,19.47,11.85,352.68,116.95,342.85,5.22,3.26,2.97,1.31,21.45,75.21,20.99,347.64,26.27,29.12,0.85,347.37,2.83,119.85,19.63,80.44,66.20,350.00,6.07,11.30,6.81,42.58,5.79,11.14,12.83,9.92,33.60,110.88,40.88,113.34,56.55,47.58,77.14,26.42,57.16,58.24,16.76,352.93,31.22,PMA,19.00,20.98,152.74,89.56,118.07,14.64,22.35,19.86,19.13,348.66,PMA,305.67,34.11,30.83,LST,LST,LST,LST,224.18,22.06,6.91,91.19,LIM,78.15,30.53,LST,26.04,31.92,25.30,LST,30.64,11.08,35.93,358.16,9.98,7.59,7.38
20030520,23:00,5.80,36.84,20.20,105.72,52.46,12.33,30.93,14.75,111.82,85.03,3.68,15.51,10.90,346.55,93.43,47.71,15.95,14.43,358.76,13.83,7.69,89.79,65.48,8.82,104.04,79.45,19.75,27.76,34.77,102.98,23.68,3.93,25.81,3.41,15.42,29.35,52.28,3.12,345.09,349.87,8.78,9.66,4.32,16.06,111.93,345.81,4.76,1.71,9.31,3.13,0.21,87.06,27.27,346.03,32.99,34.44,6.54,359.64,15.81,123.92,25.67,81.75,96.69,27.39,25.96,358.23,16.60,45.36,5.54,23.34,10.75,4.06,21.66,124.78,34.71,111.52,57.74,38.74,97.24,10.10,115.74,55.88,10.13,350.87,27.50,PMA,26.03,16.89,151.91,87.26,128.13,20.74,19.42,38.19,19.40,356.42,PMA,324.64,18.52,2.70,LST,LST,LST,LST,225.79,22.77,20.64,102.25,LIM,73.60,28.44,LST,14.93,22.60,26.18,LST,19.63,13.93,31.60,0.11,348.85,354.59,12.25
20030521,00:00,7.39,352.28,13.56,92.74,57.81,15.13,22.65,6.06,100.63,93.11,9.21,10.03,13.69,341.91,66.34,41.97,353.08,18.95,355.59,13.93,3.85,95.95,70.04,17.92,107.73,84.36,19.81,27.42,19.68,95.45,5.34,352.34,9.47,342.97,13.89,30.66,56.09,2.33,353.92,353.97,11.97,4.90,356.58,0.71,115.56,353.91,354.24,0.47,6.18,350.74,355.67,103.21,16.08,354.10,30.05,55.40,8.99,347.60,8.21,105.45,19.58,90.88,96.11,23.78,24.40,355.92,18.96,52.75,2.52,11.89,6.11,6.74,1.87,91.68,34.70,80.17,76.04,45.62,106.15,2.22,204.99,55.06,8.22,343.85,18.68,PMA,28.82,23.23,153.22,91.42,116.25,32.16,17.82,22.03,18.15,11.79,PMA,333.89,22.00,357.94,LST,LST,LST,LST,5.52,23.62,15.60,98.52,LIM,80.79,40.11,LST,0.54,26.51,5.40,LST,11.52,10.11,31.98,358.30,348.17,353.08,10.27
20030521,01:00,354.34,355.46,20.15,93.94,75.73,12.35,13.13,4.04,47.59,98.19,8.43,359.32,16.48,336.53,66.78,41.32,0.03,6.94,350.84,18.95,356.73,96.45,81.44,18.30,111.20,92.96,11.37,37.42,2.10,90.80,359.33,337.29,13.14,347.38,17.85,21.31,42.78,358.40,353.92,1.01,5.96,357.31,3.62,347.69,105.75,329.81,347.40,357.73,19.21,342.47,353.76,108.36,13.62,12.47,25.08,57.59,358.53,339.23,5.63,120.11,17.59,105.90,110.64,357.78,19.00,355.97,9.14,46.76,359.80,10.62,353.56,349.51,0.81,104.45,30.02,88.03,75.35,26.12,103.95,0.23,278.17,51.60,4.58,338.99,12.62,PMA,20.14,14.82,156.70,97.55,111.52,17.45,17.82,21.98,15.43,337.55,PMA,337.84,14.94,355.93,LST,LST,LST,LST,23.11,3.46,8.61,95.47,LIM,83.54,30.80,LST,359.16,32.35,2.97,LST,13.76,15.07,38.67,3.39,346.77,342.35,12.59
20030521,02:00,351.29,356.07,0.70,106.00,54.23,4.76,29.64,4.71,20.81,94.08,353.40,5.89,4.08,5.06,74.92,31.51,349.01,341.73,358.49,20.16,351.05,95.32,78.94,8.80,113.83,85.79,356.44,38.41,359.60,89.29,1.19,352.00,4.61,345.77,6.25,14.59,45.96,1.56,349.74,356.44,13.88,10.42,358.40,343.67,121.69,344.07,355.78,343.82,14.39,347.06,350.87,115.43,6.23,335.51,16.94,54.22,346.38,350.53,6.02,120.33,20.24,104.23,114.80,21.94,357.12,353.40,0.23,40.84,351.17,12.35,353.08,351.70,355.39,104.23,21.33,86.56,108.03,7.06,70.21,338.13,282.26,50.96,359.30,338.15,12.74,PMA,18.88,2.74,159.33,94.35,110.48,13.86,15.76,14.65,5.97,312.06,PMA,0.21,6.71,1.95,LST,LST,LST,LST,21.91,6.72,359.20,92.93,LIM,79.45,26.22,LST,359.53,30.17,7.51,LST,3.10,3.96,38.95,4.46,345.63,350.25,0.55
