Date,Time,C1_1,C2_1,C3_1,C4_1,C6_1,C8_1,C9_1,C10_1,C11_1,C12_1,C13_1,C15_1,C17_1,C19_1,C21_1,C23_1,C26_1,C28_1,C31_1,C34_1,C35_1,C36_1,C37_1,C38_1,C40_1,C41_1,C45_1,C47_1,C48_1,C49_1,C51_1,C52_1,C53_1,C54_1,C56_1,C58_1,C59_1,C61_1,C63_1,C64_1,C68_1,C69_1,C70_1,C71_1,C72_1,C73_1,C74_1,C75_1,C76_1,C77_1,C78_1,C79_1,C81_1,C82_1,C84_1,C85_1,C87_1,C94_1,C96_1,C98_1,C100_1,C104_1,C105_1,C119_1,C131_1,C134_1,C136_1,C140_1,C145_1,C147_1,C148_1,C167_1,C169_1,C170_1,C171_1,C199_1,C306_1,C312_1,C314_1,C316_3,C317_1,C318_1,C401_2,C402_1,C403_1,C404_1,C409_1,C410_1,C413_1,C414_1,C415_1,C501_1,C502_1,C503_1,C601_1,C602_1,C603_1,C612_1,C613_1,C614_1,C617_1,C618_1,C619_1,C620_1,C640_1,C642_1,C643_1,C661_1,C662_1,C663_1,C678_1,C707_1,C1006_1,C1014_1,C1015_1,C1016_1,C5001_1,C5001_2,C5004_1,C5005_1,C5006_1,C5007_1,C5008_1
20030525,01:00,170.60,197.53,148.19,140.98,191.02,166.58,216.92,165.14,158.27,277.49,165.06,148.49,177.97,137.75,130.78,137.85,163.84,181.63,180.57,170.14,162.65,284.05,266.09,147.82,294.97,275.50,182.08,70.85,170.63,274.89,168.96,147.50,152.69,210.33,207.10,141.75,162.96,166.78,184.38,161.47,124.29,170.32,178.78,151.25,272.36,118.75,165.56,167.81,133.17,152.81,153.82,103.01,171.95,156.16,166.05,154.14,146.80,155.81,169.92,142.93,163.17,96.53,103.73,210.70,204.52,180.01,198.64,133.85,168.30,174.05,163.89,163.73,175.56,146.45,152.53,131.59,142.43,198.13,149.99,229.09,199.32,174.96,193.01,175.65,180.23,LIM,167.00,167.39,0.51,270.97,301.53,111.89,145.86,156.40,175.96,150.89,172.86,123.75,164.13,131.54,LST,LST,LST,LST,199.17,205.87,199.43,292.43,LIM,263.53,129.21,LST,61.88,63.80,169.57,LST,133.74,114.30,145.07,158.68,153.12,160.37,190.09
20030525,02:00,168.51,205.44,150.03,140.09,188.06,173.48,189.08,160.47,162.85,280.31,158.28,185.73,174.54,140.20,133.52,139.94,163.93,200.24,184.57,176.15,168.67,295.45,271.17,142.77,291.22,279.20,190.28,103.72,166.18,296.56,176.15,150.31,157.73,205.98,228.13,143.92,158.15,173.74,169.22,168.05,112.45,156.56,167.60,172.28,278.49,125.16,168.08,122.84,134.79,150.06,149.87,98.10,176.89,149.34,166.52,130.43,139.34,159.19,180.53,143.91,168.33,85.62,92.98,205.03,214.67,165.35,195.76,142.36,191.89,170.90,178.89,163.50,179.17,148.03,164.36,132.77,73.43,160.29,151.10,173.38,169.38,185.34,180.67,169.18,198.77,LIM,173.35,170.18,354.89,273.22,317.06,118.10,158.47,151.90,182.50,118.94,184.17,153.39,168.51,132.96,LST,LST,LST,LST,180.61,186.46,204.57,283.40,LIM,274.65,130.29,LST,95.48,146.15,189.92,LST,140.74,136.96,146.59,162.04,142.96,168.54,230.13
20030525,03:00,172.83,203.59,159.28,143.31,201.05,171.59,210.89,159.26,161.47,256.42,148.65,187.40,175.29,147.85,135.62,147.13,174.65,207.64,105.20,177.66,161.12,273.38,254.75,160.74,278.57,260.55,182.72,117.46,167.65,272.14,171.22,139.01,165.98,212.48,118.08,144.81,161.86,155.83,121.20,159.72,75.87,65.98,142.91,126.60,264.04,126.35,94.77,140.78,145.56,167.11,148.10,110.22,177.82,141.60,168.99,155.43,135.32,147.31,180.38,143.99,166.61,101.05,107.54,207.85,228.46,132.10,191.36,155.47,173.46,172.33,173.79,165.70,181.96,148.84,172.38,135.07,307.03,135.63,156.13,195.64,137.52,70.13,156.09,142.19,201.81,LIM,178.96,173.90,310.82,265.55,297.36,125.52,149.37,152.86,184.75,126.58,177.56,142.91,174.10,133.77,LST,LST,LST,LST,206.11,145.04,176.04,260.63,LIM,249.78,135.85,LST,179.57,127.76,185.36,LST,153.46,152.84,152.26,164.29,137.15,154.73,120.25
20030525,04:00,161.21,200.43,166.93,144.71,184.21,168.26,204.18,161.13,161.11,258.71,118.89,186.16,132.22,215.75,136.79,142.04,170.23,187.74,85.14,177.07,145.22,266.91,274.02,168.21,278.05,293.47,181.82,99.91,171.63,267.17,165.42,125.34,152.45,207.69,108.59,142.72,162.61,122.20,89.28,171.96,85.04,85.84,107.03,30.16,266.16,137.40,80.85,116.02,149.76,148.23,175.84,150.20,171.56,127.79,138.32,60.05,144.84,133.87,172.99,145.19,160.34,135.29,142.06,201.64,203.99,102.11,192.31,151.79,171.03,171.60,176.89,170.98,193.22,149.58,177.91,136.33,115.16,85.26,160.15,357.06,102.93,40.92,112.18,95.63,209.79,LIM,152.58,162.77,343.34,261.55,300.42,133.70,151.10,161.12,181.64,128.59,180.30,138.66,179.61,146.24,LST,LST,LST,LST,197.56,144.35,182.11,259.60,LIM,251.21,131.89,LST,32.19,214.48,184.55,LST,164.00,157.75,155.35,161.29,165.16,120.89,104.70
20030525,05:00,177.65,200.47,169.31,154.25,337.14,188.68,310.82,164.56,154.93,308.27,108.01,201.24,100.14,212.95,146.64,153.04,180.86,203.29,85.72,178.76,174.59,288.97,276.60,173.73,304.35,304.68,187.06,136.80,175.25,286.41,185.32,106.37,162.23,218.90,78.92,143.75,167.53,89.87,67.60,172.89,129.05,36.24,77.39,98.70,266.45,125.60,46.35,101.98,140.58,137.73,195.25,268.74,194.69,104.93,159.12,134.69,154.75,112.56,182.72,152.97,173.41,241.73,245.87,216.40,216.02,76.11,207.74,161.85,188.77,176.71,186.59,183.43,196.16,154.61,180.52,149.36,127.59,74.26,163.25,204.52,152.76,20.37,89.19,65.57,212.31,LIM,176.99,166.39,39.54,264.26,309.21,128.45,154.58,161.74,173.36,136.11,190.18,47.34,174.97,151.83,LST,LST,LST,LST,205.93,69.28,206.99,262.38,LIM,301.46,140.79,LST,232.85,145.86,198.22,LST,165.05,89.28,162.87,166.22,177.19,84.99,81.32
20030525,06:00,179.59,204.51,172.66,167.31,224.55,187.85,154.30,179.29,160.27,302.89,87.81,193.67,76.01,218.99,164.32,148.20,182.89,215.95,154.80,182.60,192.21,274.33,271.73,173.57,314.33,284.68,190.54,58.77,176.05,92.20,204.58,72.02,168.87,230.33,114.60,138.45,162.21,80.39,99.93,159.25,127.82,161.78,85.91,69.66,272.66,126.31,101.24,89.67,87.01,119.08,179.64,234.21,200.89,287.49,178.38,73.20,119.34,70.82,188.63,167.91,192.43,226.03,229.96,224.30,229.77,80.56,218.55,147.03,197.10,175.24,191.57,194.60,192.38,168.60,176.22,163.16,78.03,86.63,173.70,193.97,4.08,72.39,96.02,58.35,216.81,LIM,184.16,169.20,23.95,274.30,106.95,118.97,155.40,163.20,162.34,106.22,192.67,140.61,174.55,155.28,LST,LST,LST,LST,208.17,82.24,191.38,267.02,LIM,263.13,123.01,LST,159.08,58.82,201.81,LST,164.42,19.00,174.73,171.71,148.67,73.68,132.98
20030525,07:00,164.42,212.64,178.03,175.40,342.82,140.81,244.97,171.33,165.80,321.42,96.49,180.39,117.21,238.32,167.47,152.37,143.39,210.15,139.79,183.58,106.32,359.96,326.73,179.02,336.78,311.95,185.79,75.23,159.17,62.31,120.23,92.51,162.18,225.11,111.71,142.67,157.93,66.25,120.05,164.20,261.77,166.23,109.57,127.17,16.92,95.02,145.17,FEW,106.66,98.87,101.78,56.51,176.14,115.63,177.65,314.27,114.61,85.57,190.01,174.81,182.59,53.91,54.33,216.44,234.05,83.28,220.89,156.06,187.01,179.76,214.69,205.65,181.78,172.46,177.99,173.28,348.04,87.07,178.00,296.43,11.41,226.47,104.43,83.07,216.73,LIM,184.00,155.76,65.99,63.72,116.89,117.95,161.21,166.67,193.48,96.07,190.52,133.49,183.40,160.01,LST,LST,LST,LST,209.06,47.31,218.47,263.45,LIM,9.91,136.98,LST,187.87,96.46,193.56,LST,170.00,162.73,165.25,168.30,75.91,54.10,111.79
20030525,08:00,181.21,223.89,181.38,161.69,32.46,147.38,8.42,159.97,158.35,66.88,99.94,171.38,113.80,259.65,135.66,166.43,9.91,236.48,167.66,169.88,77.57,105.41,53.83,183.50,85.83,34.09,184.03,38.88,165.02,100.98,95.77,54.83,127.28,231.99,93.89,157.40,152.54,108.01,155.33,189.02,193.51,179.78,149.37,136.01,337.86,88.10,165.77,LST,108.57,66.97,76.20,253.80,195.85,246.21,82.03,201.46,154.63,58.92,185.48,167.58,166.17,278.17,264.05,224.63,256.79,141.05,226.99,163.49,192.34,168.23,221.87,207.03,201.07,157.09,182.35,151.38,343.21,144.50,180.80,327.93,155.86,118.78,166.85,117.03,219.80,LIM,87.73,105.88,131.11,96.68,124.36,112.05,171.13,168.25,185.73,152.67,189.79,150.87,188.15,164.50,LST,LST,LST,LST,203.14,56.78,243.50,8.31,LIM,62.46,144.61,LST,206.84,31.23,185.82,LST,170.03,137.14,156.99,161.17,28.68,103.40,91.12
20030525,09:00,182.25,209.95,181.17,152.40,49.44,157.15,155.87,158.77,162.66,79.66,101.52,192.27,98.58,269.73,122.76,145.16,127.63,228.92,155.87,173.25,114.87,122.52,84.33,182.09,110.53,76.49,185.05,331.84,185.16,109.55,100.83,98.41,159.41,222.37,131.27,149.58,144.21,115.07,134.34,86.46,204.71,192.45,PMA,136.64,105.44,103.12,164.19,LST,95.81,85.98,195.74,250.50,185.54,86.89,110.61,205.51,127.22,94.60,177.54,157.51,164.36,266.71,260.34,220.62,257.53,135.19,213.50,159.50,184.95,170.53,204.78,200.97,194.42,155.34,172.42,146.75,341.79,133.39,168.71,327.51,182.85,62.04,163.09,135.64,216.06,LIM,273.11,168.39,153.46,102.80,114.15,84.35,161.16,167.93,191.32,158.05,191.72,137.71,196.45,164.35,LST,LST,LST,LST,206.06,205.18,205.52,100.06,LIM,77.77,137.04,LST,215.57,327.50,188.78,LST,163.41,13.85,160.71,162.35,189.42,113.00,128.25
20030525,10:00,176.71,187.37,186.40,160.64,75.65,107.36,92.94,165.97,203.90,103.18,43.38,171.41,71.12,260.63,159.81,161.80,333.93,172.87,179.39,181.50,183.93,160.18,73.99,189.84,111.99,93.05,184.52,226.97,183.21,130.43,180.14,89.07,161.55,204.49,175.35,160.34,153.92,113.22,186.02,152.98,210.76,190.02,130.85,87.28,152.97,97.40,160.57,LST,78.07,99.80,198.07,354.68,201.32,244.01,164.92,213.97,127.91,86.77,186.37,165.81,187.62,358.06,358.34,187.52,193.29,106.70,184.87,162.14,184.50,175.58,211.92,203.33,197.47,165.74,186.15,144.95,351.89,99.52,174.26,312.96,182.83,169.16,129.83,125.55,214.96,LIM,175.88,149.99,156.49,106.37,154.22,93.35,182.36,172.93,200.98,106.42,191.73,149.69,200.07,167.10,LST,LST,LST,LST,181.91,66.94,159.85,133.01,LIM,83.81,135.80,LST,216.82,209.45,200.94,LST,172.35,2.42,177.19,169.17,102.82,107.01,169.06
20030525,11:00,239.15,205.59,204.71,172.70,70.58,235.03,180.95,185.21,206.47,105.22,122.00,215.18,137.09,259.24,159.71,189.01,339.27,182.01,179.47,186.73,198.37,162.09,120.71,202.97,115.76,91.31,193.67,71.03,224.64,130.41,222.19,87.94,156.45,218.75,139.79,171.60,192.18,104.97,169.87,156.95,219.62,211.86,139.32,296.15,179.90,88.30,212.57,LST,102.64,74.70,36.18,4.99,206.45,265.57,200.36,194.35,101.01,87.71,191.65,171.97,203.37,0.89,358.20,198.22,198.48,157.44,196.25,173.66,198.80,176.36,219.77,204.84,226.37,170.05,178.72,167.37,359.55,169.12,179.76,315.92,182.49,105.07,187.79,130.62,220.61,PMA,270.28,161.93,161.02,122.60,154.79,89.26,183.42,187.36,193.69,73.30,193.82,92.07,207.12,165.23,LST,LST,LST,LST,176.61,359.75,201.32,124.89,LIM,124.20,146.69,LST,221.97,32.48,202.22,LST,181.62,358.21,187.73,177.45,345.98,98.08,138.91
20030525,12:00,333.04,248.22,218.56,167.31,104.71,355.72,259.91,205.75,203.56,112.81,135.36,305.42,157.36,277.76,149.02,194.70,4.31,216.05,140.69,196.02,184.85,197.94,143.15,296.17,127.80,119.32,225.03,41.09,299.98,164.60,147.76,120.69,195.71,246.55,162.77,191.93,186.09,141.22,142.69,102.08,162.69,176.86,151.08,181.03,161.27,111.05,170.99,155.04,114.20,104.66,19.37,21.42,205.66,261.60,193.91,289.26,35.63,110.66,193.73,169.10,215.48,11.72,14.64,207.50,233.49,150.15,218.14,199.96,221.13,175.32,214.95,211.55,220.14,169.11,193.01,162.62,48.10,151.51,178.17,321.60,202.91,213.27,166.91,149.19,220.28,LIM,356.68,121.43,178.52,350.67,243.72,97.83,192.52,193.75,197.42,77.51,187.84,255.40,3.62,184.05,LST,LST,LST,LST,199.00,12.84,280.14,129.34,LIM,98.86,135.49,LST,227.81,32.79,200.56,LST,245.34,355.96,199.69,179.86,331.31,137.15,158.71
20030525,13:00,250.17,229.02,44.55,187.17,69.01,300.21,302.02,200.22,199.76,102.10,171.27,226.93,190.32,295.18,169.70,195.03,354.94,216.83,180.19,194.58,180.16,130.90,112.06,54.30,109.33,91.21,206.04,49.56,242.92,146.15,190.99,116.63,201.92,229.08,222.75,204.79,193.94,168.72,162.52,198.43,260.15,186.98,186.48,152.87,170.41,130.78,158.85,180.61,133.48,108.94,0.35,74.34,217.11,229.93,201.05,287.55,160.51,114.66,196.86,187.59,216.28,60.89,68.85,246.19,219.58,155.44,225.86,217.84,204.12,174.10,219.70,217.88,246.20,184.19,74.35,181.95,102.53,160.22,182.20,314.93,220.65,193.73,181.50,158.08,241.68,LIM,209.69,177.48,155.49,134.38,141.87,166.53,193.89,217.18,186.52,164.93,198.98,150.14,89.04,190.56,LST,LST,LST,LST,214.02,323.27,234.73,84.87,LIM,75.64,147.58,LST,159.23,41.46,208.68,LST,47.59,12.28,206.68,178.72,347.96,159.53,210.61
20030525,14:00,226.31,221.16,178.38,168.13,72.65,247.29,266.42,220.35,206.09,102.32,209.45,222.34,199.70,238.85,169.64,175.24,232.35,225.66,231.40,201.27,203.87,131.71,111.90,237.03,118.36,105.44,218.43,47.02,252.70,136.31,204.49,168.01,198.36,227.32,220.11,176.31,191.78,190.91,245.90,221.89,234.17,216.24,224.46,156.88,158.40,122.80,193.30,185.46,152.61,147.79,12.05,97.64,214.35,194.64,216.88,276.46,193.99,152.21,204.08,171.78,222.94,93.11,97.57,237.47,217.50,230.65,222.58,203.14,212.89,203.47,228.31,202.06,230.14,179.52,172.07,166.07,111.98,193.46,182.50,121.43,203.88,161.51,241.46,180.38,232.80,LIM,224.33,241.08,176.53,154.38,171.38,143.91,168.95,187.04,179.88,172.68,214.88,152.77,181.42,256.65,LST,LST,LST,LST,221.84,240.28,231.37,81.77,LIM,93.12,157.38,LST,347.52,43.46,223.02,LST,162.63,19.91,209.01,188.47,26.81,183.28,203.23
20030525,15:00,233.24,240.56,205.53,164.86,47.68,242.65,209.28,223.60,213.20,135.77,275.56,253.29,299.72,181.50,178.35,177.43,194.83,230.38,288.48,207.93,218.33,193.04,175.15,278.47,114.92,185.39,254.69,67.38,221.54,232.13,236.78,189.12,207.09,243.06,281.76,155.02,199.77,194.83,271.08,248.65,305.67,248.41,295.28,179.82,169.45,153.37,210.48,336.47,193.27,185.05,207.36,101.62,227.40,175.24,223.79,35.31,186.91,176.58,203.86,159.24,232.10,96.18,98.89,227.56,246.63,233.29,238.90,169.17,220.84,182.13,264.26,196.10,213.45,170.79,163.58,180.70,73.62,201.18,174.35,119.68,210.76,207.71,274.88,196.47,254.53,LIM,225.32,215.66,229.81,188.51,269.08,149.73,151.90,172.63,218.97,180.36,242.33,88.87,207.33,46.12,LST,LST,LST,LST,234.06,274.20,237.64,45.23,LIM,203.66,145.63,LST,10.63,66.37,259.25,LST,225.07,340.53,234.57,188.11,207.90,181.51,270.28
20030525,16:00,226.29,243.39,346.97,180.39,192.36,246.14,212.08,217.54,216.30,265.34,296.31,243.82,251.85,63.14,175.75,115.92,233.67,228.28,325.18,196.52,210.05,276.38,256.19,2.16,285.97,267.23,235.30,77.22,212.50,277.70,219.15,210.64,200.56,239.67,327.13,135.03,156.33,265.11,313.80,217.74,318.21,326.51,330.90,245.60,248.07,158.89,281.41,285.30,309.05,202.33,240.75,107.60,215.89,204.99,236.87,51.39,213.19,210.80,193.61,183.29,228.72,91.35,102.69,250.05,240.02,304.86,224.82,137.77,226.46,183.92,261.57,207.58,240.33,169.00,83.74,171.60,36.71,313.15,170.80,144.31,233.11,257.43,327.88,269.85,245.68,LIM,213.60,246.96,339.52,244.28,302.54,120.24,128.28,138.70,266.62,180.19,244.39,69.38,235.79,347.55,LST,LST,LST,LST,232.21,284.68,242.65,278.55,LIM,251.84,115.40,LST,328.83,80.14,268.36,LST,68.87,1.70,153.20,185.71,230.28,256.62,323.92
20030525,17:00,224.53,204.63,20.88,164.96,189.19,265.96,223.94,230.40,245.64,267.78,300.98,235.19,333.30,36.92,164.04,101.53,251.80,211.85,297.64,200.52,222.19,273.36,252.67,99.55,289.50,272.34,217.03,74.29,238.16,277.18,228.07,264.94,240.98,205.27,342.18,97.88,144.82,322.19,353.91,240.55,326.45,355.40,20.86,310.05,267.41,213.74,344.60,321.23,5.05,221.37,221.65,111.23,229.81,257.28,229.95,306.64,186.00,239.90,190.70,186.39,221.53,99.72,108.21,227.81,219.77,345.95,231.20,123.81,213.55,187.05,224.74,214.28,241.13,155.55,63.62,158.44,52.84,8.97,165.93,151.53,218.33,77.77,8.09,324.64,255.27,LIM,238.87,223.34,330.18,255.35,280.12,95.42,87.01,112.80,285.64,217.32,249.22,10.24,185.33,40.59,LST,LST,LST,LST,214.86,241.54,223.25,272.34,LIM,261.49,104.84,LST,287.82,74.27,249.87,LST,41.57,3.11,149.38,181.79,216.59,316.71,334.01
20030525,18:00,228.19,228.97,143.31,135.27,196.75,269.23,226.34,193.88,246.05,257.24,340.09,242.93,13.84,26.59,126.08,116.26,243.27,206.08,325.45,190.31,230.26,263.33,258.56,131.23,281.84,261.17,115.31,66.37,233.81,270.54,228.78,349.38,234.90,232.94,11.19,125.44,143.70,11.03,3.16,222.56,343.18,7.91,25.13,331.09,263.34,9.30,350.98,357.89,33.43,315.21,235.04,102.05,249.35,298.94,257.72,277.25,158.37,318.41,182.66,110.34,206.00,85.39,97.98,216.93,200.52,5.30,216.47,131.99,143.96,182.25,225.28,253.39,227.56,105.18,127.61,108.57,89.75,30.13,145.64,146.12,212.67,64.19,19.95,352.01,252.41,LIM,253.23,233.04,329.28,256.73,281.22,80.97,107.86,106.99,114.25,155.82,232.79,317.68,173.49,57.33,LST,LST,LST,LST,216.19,219.39,201.69,273.46,LIM,233.64,104.66,LST,317.64,71.92,265.15,LST,119.09,32.01,142.05,173.87,212.66,356.07,349.15
20030525,19:00,229.16,227.82,149.87,117.82,197.06,240.98,201.38,177.72,202.85,243.67,7.25,238.25,29.82,359.61,113.59,122.70,226.87,188.58,352.06,184.97,219.61,269.63,251.64,151.31,279.54,259.57,120.24,80.56,234.30,251.27,227.56,13.69,189.14,223.58,5.32,128.54,163.86,7.92,14.36,225.05,343.90,356.83,40.70,332.40,259.64,341.63,7.45,18.12,25.59,18.10,241.06,113.76,217.05,323.85,216.58,272.37,151.77,13.58,178.72,109.19,201.17,96.82,106.32,180.21,203.09,351.87,207.98,133.19,113.82,181.94,201.89,188.97,211.09,108.16,160.67,98.39,96.85,309.31,131.89,118.92,49.26,66.64,339.77,334.81,255.01,LIM,210.63,234.98,326.71,255.32,281.95,106.74,146.16,134.47,158.61,144.12,231.69,311.74,170.91,116.99,LST,LST,LST,LST,206.08,272.62,199.36,249.46,LIM,227.30,122.68,LST,325.88,62.74,151.30,LST,124.06,92.38,153.81,171.94,213.84,359.55,9.93
20030525,20:00,174.88,197.52,159.94,117.77,206.40,134.49,194.66,172.92,184.44,230.50,21.19,149.47,38.32,7.74,103.03,111.01,207.65,178.17,10.63,177.75,226.57,239.00,212.54,142.79,250.68,249.08,122.32,87.46,192.55,231.47,229.25,12.24,172.25,222.48,35.53,151.91,146.20,26.46,46.17,204.16,5.92,10.01,85.77,0.91,220.19,8.80,24.39,359.47,34.55,26.94,216.45,93.51,192.32,1.28,208.81,288.60,133.22,12.27,170.86,119.44,182.47,78.65,88.38,174.60,193.84,14.78,184.45,146.77,118.12,180.89,172.47,212.21,196.02,119.01,177.28,104.13,79.96,43.97,130.59,40.63,97.85,44.11,35.23,358.19,212.39,LIM,189.06,230.76,306.17,236.02,267.64,109.73,154.56,138.33,172.03,141.23,253.21,297.60,175.46,141.46,LST,LST,LST,LST,200.60,168.74,185.59,228.48,LIM,201.86,112.31,LST,348.70,80.07,140.40,LST,142.06,38.47,149.82,167.23,218.37,19.15,18.99
20030525,21:00,147.57,197.22,140.62,125.01,183.52,190.23,188.97,176.27,164.48,215.03,8.47,125.33,76.63,358.52,123.62,129.52,180.22,184.71,10.01,176.93,102.25,209.06,188.92,120.88,252.76,220.22,147.92,78.69,188.19,204.06,182.46,16.54,154.85,201.20,27.56,152.21,146.43,22.02,71.01,170.47,14.60,43.39,85.63,13.73,185.38,19.60,27.37,337.14,38.20,27.52,166.29,102.97,186.25,23.30,209.46,280.55,150.94,18.31,165.61,120.03,184.74,89.03,98.69,174.43,194.50,44.52,189.00,145.88,130.37,184.99,151.42,167.64,206.40,123.57,179.48,109.27,72.75,60.45,130.43,1.44,111.32,41.16,60.67,23.95,187.65,LIM,183.68,145.41,281.10,195.83,230.14,116.23,147.22,167.01,196.14,150.99,132.70,295.46,149.88,145.69,LST,LST,LST,LST,197.42,168.08,188.30,199.31,LIM,202.24,124.48,LST,0.77,90.77,137.59,LST,151.57,13.07,156.52,165.77,136.71,14.43,30.44
20030525,22:00,103.26,197.32,142.61,124.89,195.18,132.27,192.42,170.97,163.71,213.70,33.64,124.59,49.50,343.24,131.15,143.52,185.51,179.33,12.88,174.71,118.60,205.35,187.21,110.39,233.05,242.47,154.92,87.09,171.13,155.45,173.13,41.65,149.08,199.09,40.42,143.65,155.56,35.91,75.65,166.42,20.29,62.29,302.48,15.70,202.03,40.94,57.65,34.80,48.72,50.55,130.46,113.55,127.89,357.01,152.76,284.33,154.49,50.92,168.13,124.37,173.29,97.79,104.52,176.24,193.72,71.53,187.90,147.37,142.21,175.90,150.05,124.84,191.63,122.26,153.68,107.98,85.83,81.36,137.74,336.57,189.52,56.91,93.57,57.01,180.36,LIM,172.61,170.37,307.13,217.19,219.03,117.78,155.38,150.20,202.53,137.75,118.12,293.20,109.27,138.87,LST,LST,LST,LST,193.01,169.33,189.07,213.51,LIM,208.95,115.73,LST,11.74,87.52,138.76,LST,122.16,48.51,146.29,163.94,159.20,33.53,38.87
20030525,23:00,137.08,183.61,104.78,130.62,195.66,111.32,195.65,164.33,166.35,244.91,76.68,118.17,63.58,304.72,121.43,137.52,39.39,174.09,18.21,172.86,150.07,240.16,214.82,93.54,274.35,237.17,163.34,87.68,58.29,233.57,160.41,103.77,128.28,180.24,36.00,140.32,141.56,118.77,69.20,170.50,25.00,19.86,28.16,61.16,219.28,74.00,81.52,33.08,29.21,85.00,60.34,113.97,182.09,16.51,160.10,332.52,168.75,103.93,170.78,125.95,159.12,104.64,109.12,176.24,192.70,90.89,186.60,126.19,151.48,172.93,146.69,136.59,170.94,123.97,93.49,111.42,84.99,101.55,141.66,37.35,297.51,38.27,118.83,121.75,185.85,LIM,162.60,169.21,304.21,235.82,265.47,107.10,150.14,156.17,65.93,141.29,138.17,272.13,86.67,123.13,LST,LST,LST,LST,188.05,165.65,189.74,214.08,LIM,205.87,114.36,LST,11.50,78.45,139.87,LST,96.22,68.42,138.61,160.55,65.35,106.07,31.11
20030526,00:00,143.87,185.76,76.26,136.81,199.67,112.27,198.04,166.58,164.90,265.86,94.67,118.39,51.96,293.27,125.42,142.10,25.42,174.98,40.75,171.11,136.26,242.49,238.23,66.56,280.23,264.59,173.22,64.45,78.86,231.65,156.33,136.11,137.29,191.04,45.55,134.05,144.70,169.54,47.67,168.66,29.56,20.92,29.24,147.06,249.22,92.11,19.67,35.95,40.35,72.55,39.46,112.71,149.46,347.91,155.34,2.64,162.20,112.37,176.50,132.41,169.06,100.37,107.97,190.20,199.83,122.80,193.08,131.69,167.93,173.02,160.37,129.27,156.91,135.60,94.06,118.34,86.58,106.17,143.92,63.87,150.25,68.15,98.23,132.00,151.45,LIM,163.06,177.70,327.30,218.58,264.58,79.77,143.02,153.20,60.94,136.05,142.87,234.84,56.06,105.28,LST,LST,LST,LST,183.06,164.46,187.28,282.90,LIM,231.77,103.73,LST,18.16,70.39,144.76,LST,86.43,39.04,113.87,161.44,45.98,159.35,41.85
20030526,01:00,158.44,191.44,52.84,133.16,195.72,144.67,198.13,160.40,164.70,277.87,45.74,136.33,46.37,230.61,123.30,104.17,67.34,195.95,54.19,168.89,139.36,290.24,265.42,65.53,296.79,279.26,176.38,60.43,98.08,292.08,158.34,69.04,142.95,207.57,49.34,113.53,155.64,87.37,52.36,181.40,41.70,34.07,45.90,194.33,290.66,92.28,27.94,47.65,54.18,73.45,59.36,113.04,144.24,52.24,153.41,9.45,142.69,83.55,172.39,135.31,171.89,102.80,109.15,204.92,215.10,53.78,203.28,123.94,175.60,172.20,160.24,138.56,151.68,138.12,56.50,122.02,80.90,55.22,146.06,11.00,35.61,358.57,65.31,87.84,160.68,LIM,157.19,167.74,356.13,283.49,318.10,103.51,113.88,112.06,57.14,135.32,165.79,26.40,48.27,80.89,LST,LST,LST,LST,200.59,161.59,207.00,297.52,LIM,268.73,112.78,LST,29.93,59.27,166.73,LST,54.22,22.12,105.52,157.30,38.37,90.53,42.75
20030526,02:00,168.42,198.28,44.10,136.19,323.86,160.39,179.22,171.00,165.38,303.72,41.85,159.15,45.48,280.54,128.95,123.39,114.43,189.68,43.52,166.53,160.77,299.68,281.30,64.30,306.51,296.91,178.22,62.06,146.76,309.90,165.95,5.55,140.44,212.00,36.29,117.37,148.71,51.45,64.17,173.71,32.93,34.82,62.09,19.21,304.54,47.01,30.52,37.62,57.64,57.35,81.50,120.54,154.19,26.40,151.55,46.15,137.22,37.69,169.90,142.41,170.83,113.13,121.11,215.68,214.68,52.25,191.04,125.64,172.66,172.85,184.17,158.77,179.30,141.39,48.61,126.98,88.17,58.82,146.21,328.30,91.58,7.98,67.72,31.44,160.95,LIM,151.54,156.73,23.48,301.02,329.90,111.92,78.95,80.43,90.97,121.49,170.68,0.00,41.37,56.83,LST,LST,LST,LST,197.09,217.21,176.33,301.70,LIM,280.78,122.10,LST,17.35,53.72,179.92,LST,42.15,26.41,109.39,156.48,91.47,47.30,31.10
20030526,03:00,174.36,198.56,48.23,134.72,319.04,176.59,189.57,171.34,167.14,323.52,47.46,178.06,40.25,341.74,127.06,123.23,164.14,192.25,39.10,161.64,160.91,298.48,284.69,60.02,302.63,300.49,180.06,1.25,176.73,315.77,166.08,37.05,145.93,219.68,46.67,127.74,152.29,55.77,40.16,132.94,32.43,27.25,40.51,47.75,313.07,16.58,26.15,43.31,68.67,36.29,93.76,123.07,183.75,8.57,161.56,21.50,126.82,41.70,170.36,135.93,171.84,111.29,118.34,209.11,214.22,48.07,215.27,127.38,171.41,172.23,181.46,171.82,182.89,142.43,57.88,126.23,94.07,52.08,146.79,307.07,96.40,51.30,49.69,36.36,195.18,LIM,161.14,163.01,356.58,331.99,75.60,109.96,123.91,110.65,138.03,116.06,182.34,330.22,37.47,59.94,LST,LST,LST,LST,182.35,124.57,209.64,317.29,LIM,283.90,114.28,LST,11.08,327.98,189.20,LST,45.98,11.65,120.71,155.79,97.97,47.30,42.58
